x,y,u,v
868,1,0,0
869,1,0,0
870,1,0,0
871,1,0,0
872,1,0,0
873,1,0,0
874,1,0,0
875,1,0,0
876,1,0,0
877,1,0,0
878,1,0,0
879,1,0,0
880,1,0,0
881,1,0,0
882,1,0,0
883,1,0,0
884,1,0,0
885,1,0,0
886,1,0,0
887,1,0,0
888,1,0,0
889,1,0,0
890,1,0,0
891,1,0,0
892,1,0,0
893,1,0,0
894,1,0,0
895,1,0,0
896,1,0,0
897,1,0,0
898,1,0,0
899,1,0,0
900,1,0,0
901,1,0,0
902,1,0,0
903,1,0,0
904,1,0,0
905,1,0,0
906,1,0,0
907,1,0,0
908,1,0,0
909,1,0,0
910,1,0,0
911,1,0,0
912,1,0,0
913,1,0,0
914,1,0,0
915,1,0,0
916,1,0,0
917,1,0,0
918,1,0,0
919,1,0,0
920,1,0,0
921,1,0,0
922,1,0,0
923,1,0,0
924,1,0,0
925,1,0,0
926,1,0,0
927,1,0,0
928,1,0,0
929,1,0,0
930,1,0,0
931,1,0,0
932,1,0,0
933,1,0,0
934,1,0,0
935,1,0,0
936,1,0,0
937,1,0,0
938,1,0,0
939,1,0,0
940,1,0,0
941,1,0,0
942,1,0,0
943,1,0,0
944,1,0,0
945,1,0,0
946,1,0,0
947,1,0,0
948,1,0,0
949,1,0,0
950,1,0,0
951,1,0,0
952,1,0,0
953,1,0,0
954,1,0,0
955,1,0,0
956,1,0,0
957,1,0,0
958,1,0,0
959,1,0,0
960,1,0,0
961,1,0,0
962,1,0,0
963,1,0,0
964,1,0,0
965,1,0,0
966,1,0,0
967,1,0,0
968,1,0,0
969,1,0,0
970,1,0,0
971,1,0,0
972,1,0,0
973,1,0,0
974,1,0,0
975,1,0,0
976,1,0,0
977,1,0,0
978,1,0,0
979,1,0,0
980,1,0,0
981,1,0,0
982,1,0,0
983,1,0,0
984,1,0,0
985,1,0,0
986,1,0,0
987,1,0,0
988,1,0,0
989,1,0,0
990,1,0,0
991,1,0,0
992,1,0,0
993,1,0,0
994,1,0,0
995,1,0,0
996,1,0,0
997,1,0,0
998,1,0,0
999,1,0,0
1000,1,0,0
1001,1,0,0
1002,1,0,0
1003,1,0,0
1004,1,0,0
1005,1,0,0
1006,1,0,0
1007,1,0,0
1008,1,0,0
1009,1,0,0
1010,1,0,0
1011,1,0,0
1012,1,0,0
1013,1,0,0
1014,1,0,0
1015,1,0,0
1016,1,0,0
1017,1,0,0
1018,1,0,0
1019,1,0,0
1020,1,0,0
1,2,1,0
2,2,0.787046,0.000719908
3,2,0.566573,0.000747476
4,2,0.496134,0.000229721
5,2,0.435065,0.000107848
6,2,0.36942,0.000203902
7,2,0.321422,0.000135446
8,2,0.287351,6.8664e-05
9,2,0.261247,8.55625e-05
10,2,0.238905,6.08711e-05
11,2,0.219829,4.05967e-05
12,2,0.205374,4.69064e-05
13,2,0.193236,3.34985e-05
14,2,0.182238,2.46659e-05
15,2,0.173354,2.73819e-05
16,2,0.165901,2.07986e-05
17,2,0.159187,1.60959e-05
18,2,0.153519,1.66993e-05
19,2,0.148668,1.34275e-05
20,2,0.144348,1.09013e-05
21,2,0.140637,1.06345e-05
22,2,0.137413,8.83942e-06
23,2,0.134553,7.42254e-06
24,2,0.132076,6.96533e-06
25,2,0.129912,5.89485e-06
26,2,0.127997,5.04025e-06
27,2,0.12633,4.61407e-06
28,2,0.124872,3.94806e-06
29,2,0.123586,3.40277e-06
30,2,0.122466,3.06039e-06
31,2,0.121486,2.63341e-06
32,2,0.120626,2.27547e-06
33,2,0.119877,2.01825e-06
34,2,0.119224,1.73856e-06
35,2,0.118654,1.50044e-06
36,2,0.118158,1.3152e-06
37,2,0.117728,1.12988e-06
38,2,0.117354,9.70832e-07
39,2,0.117031,8.41382e-07
40,2,0.116753,7.1843e-07
41,2,0.116512,6.12564e-07
42,2,0.116305,5.24285e-07
43,2,0.116128,4.43248e-07
44,2,0.115977,3.73484e-07
45,2,0.115848,3.14638e-07
46,2,0.115738,2.61915e-07
47,2,0.115645,2.1667e-07
48,2,0.115566,1.78382e-07
49,2,0.115501,1.44729e-07
50,2,0.115445,1.16028e-07
51,2,0.1154,9.18095e-08
52,2,0.115362,7.08871e-08
53,2,0.11533,5.32175e-08
54,2,0.115305,3.84335e-08
55,2,0.115284,2.5894e-08
56,2,0.115267,1.54595e-08
57,2,0.115254,6.86349e-09
58,2,0.115243,-2.59244e-10
59,2,0.115235,-6.04855e-09
60,2,0.115228,-1.06895e-08
61,2,0.115223,-1.4398e-08
62,2,0.11522,-1.72862e-08
63,2,0.115217,-1.94785e-08
64,2,0.115215,-2.11054e-08
65,2,0.115213,-2.22478e-08
66,2,0.115212,-2.29869e-08
67,2,0.115211,-2.34023e-08
68,2,0.11521,-2.35483e-08
69,2,0.115209,-2.34767e-08
70,2,0.115209,-2.32352e-08
71,2,0.115208,-2.28588e-08
72,2,0.115207,-2.23789e-08
73,2,0.115206,-2.18237e-08
74,2,0.115204,-2.12143e-08
75,2,0.115203,-2.05691e-08
76,2,0.115201,-1.99038e-08
77,2,0.115199,-1.92303e-08
78,2,0.115197,-1.85586e-08
79,2,0.115195,-1.78968e-08
80,2,0.115192,-1.7251e-08
81,2,0.11519,-1.66259e-08
82,2,0.115187,-1.60251e-08
83,2,0.115184,-1.5451e-08
84,2,0.11518,-1.49052e-08
85,2,0.115177,-1.43887e-08
86,2,0.115173,-1.39018e-08
87,2,0.115169,-1.34445e-08
88,2,0.115166,-1.30162e-08
89,2,0.115161,-1.26163e-08
90,2,0.115157,-1.22437e-08
91,2,0.115153,-1.18974e-08
92,2,0.115149,-1.1576e-08
93,2,0.115144,-1.12783e-08
94,2,0.11514,-1.10029e-08
95,2,0.115135,-1.07484e-08
96,2,0.115131,-1.05135e-08
97,2,0.115126,-1.02967e-08
98,2,0.115121,-1.00968e-08
99,2,0.115116,-9.91247e-09
100,2,0.115111,-9.74252e-09
101,2,0.115106,-9.58577e-09
102,2,0.115101,-9.44112e-09
103,2,0.115096,-9.30752e-09
104,2,0.115091,-9.18399e-09
105,2,0.115086,-9.06962e-09
106,2,0.115081,-8.96356e-09
107,2,0.115076,-8.865e-09
108,2,0.115071,-8.77323e-09
109,2,0.115066,-8.68755e-09
110,2,0.115061,-8.60736e-09
111,2,0.115055,-8.53207e-09
112,2,0.11505,-8.46116e-09
113,2,0.115045,-8.39415e-09
114,2,0.11504,-8.33061e-09
115,2,0.115035,-8.27013e-09
116,2,0.115029,-8.21236e-09
117,2,0.115024,-8.15698e-09
118,2,0.115019,-8.10367e-09
119,2,0.115014,-8.05218e-09
120,2,0.115009,-8.00227e-09
121,2,0.115003,-7.95372e-09
122,2,0.114998,-7.90633e-09
123,2,0.114993,-7.85993e-09
124,2,0.114988,-7.81437e-09
125,2,0.114982,-7.76951e-09
126,2,0.114977,-7.72522e-09
127,2,0.114972,-7.68139e-09
128,2,0.114967,-7.63792e-09
129,2,0.114962,-7.59473e-09
130,2,0.114956,-7.55174e-09
131,2,0.114951,-7.50889e-09
132,2,0.114946,-7.46611e-09
133,2,0.114941,-7.42335e-09
134,2,0.114936,-7.38056e-09
135,2,0.11493,-7.33771e-09
136,2,0.114925,-7.29476e-09
137,2,0.11492,-7.25168e-09
138,2,0.114915,-7.20844e-09
139,2,0.11491,-7.16502e-09
140,2,0.114904,-7.12141e-09
141,2,0.114899,-7.07757e-09
142,2,0.114894,-7.03351e-09
143,2,0.114889,-6.9892e-09
144,2,0.114884,-6.94464e-09
145,2,0.114879,-6.89982e-09
146,2,0.114873,-6.85472e-09
147,2,0.114868,-6.80935e-09
148,2,0.114863,-6.76371e-09
149,2,0.114858,-6.71778e-09
150,2,0.114853,-6.67156e-09
151,2,0.114848,-6.62505e-09
152,2,0.114843,-6.57825e-09
153,2,0.114838,-6.53116e-09
154,2,0.114832,-6.48378e-09
155,2,0.114827,-6.4361e-09
156,2,0.114822,-6.38813e-09
157,2,0.114817,-6.33987e-09
158,2,0.114812,-6.29132e-09
159,2,0.114807,-6.24248e-09
160,2,0.114802,-6.19334e-09
161,2,0.114797,-6.14392e-09
162,2,0.114792,-6.0942e-09
163,2,0.114787,-6.0442e-09
164,2,0.114782,-5.99392e-09
165,2,0.114777,-5.94335e-09
166,2,0.114771,-5.8925e-09
167,2,0.114766,-5.84136e-09
168,2,0.114761,-5.78995e-09
169,2,0.114756,-5.73826e-09
170,2,0.114751,-5.68629e-09
171,2,0.114746,-5.63404e-09
172,2,0.114741,-5.58153e-09
173,2,0.114736,-5.52874e-09
174,2,0.114731,-5.47567e-09
175,2,0.114726,-5.42234e-09
176,2,0.114721,-5.36875e-09
177,2,0.114716,-5.31488e-09
178,2,0.114711,-5.26076e-09
179,2,0.114706,-5.20636e-09
180,2,0.114701,-5.15171e-09
181,2,0.114696,-5.0968e-09
182,2,0.114691,-5.04163e-09
183,2,0.114686,-4.9862e-09
184,2,0.114681,-4.93051e-09
185,2,0.114676,-4.87458e-09
186,2,0.114671,-4.81839e-09
187,2,0.114666,-4.76195e-09
188,2,0.114661,-4.70525e-09
189,2,0.114656,-4.64832e-09
190,2,0.114652,-4.59113e-09
191,2,0.114647,-4.5337e-09
192,2,0.114642,-4.47603e-09
193,2,0.114637,-4.41811e-09
194,2,0.114632,-4.35995e-09
195,2,0.114627,-4.30156e-09
196,2,0.114622,-4.24293e-09
197,2,0.114617,-4.18406e-09
198,2,0.114612,-4.12495e-09
199,2,0.114607,-4.06562e-09
200,2,0.114602,-4.00605e-09
201,2,0.114598,-3.94625e-09
202,2,0.114593,-3.88622e-09
203,2,0.114588,-3.82597e-09
204,2,0.114583,-3.76549e-09
205,2,0.114578,-3.70478e-09
206,2,0.114573,-3.64386e-09
207,2,0.114568,-3.58271e-09
208,2,0.114564,-3.52135e-09
209,2,0.114559,-3.45976e-09
210,2,0.114554,-3.39796e-09
211,2,0.114549,-3.33595e-09
212,2,0.114544,-3.27372e-09
213,2,0.11454,-3.21128e-09
214,2,0.114535,-3.14863e-09
215,2,0.11453,-3.08578e-09
216,2,0.114525,-3.02271e-09
217,2,0.11452,-2.95945e-09
218,2,0.114516,-2.89597e-09
219,2,0.114511,-2.8323e-09
220,2,0.114506,-2.76843e-09
221,2,0.114501,-2.70435e-09
222,2,0.114497,-2.64008e-09
223,2,0.114492,-2.57562e-09
224,2,0.114487,-2.51096e-09
225,2,0.114482,-2.44611e-09
226,2,0.114478,-2.38107e-09
227,2,0.114473,-2.31584e-09
228,2,0.114468,-2.25043e-09
229,2,0.114464,-2.18483e-09
230,2,0.114459,-2.11904e-09
231,2,0.114454,-2.05307e-09
232,2,0.114449,-1.98693e-09
233,2,0.114445,-1.9206e-09
234,2,0.11444,-1.8541e-09
235,2,0.114435,-1.78742e-09
236,2,0.114431,-1.72057e-09
237,2,0.114426,-1.65355e-09
238,2,0.114422,-1.58636e-09
239,2,0.114417,-1.519e-09
240,2,0.114412,-1.45148e-09
241,2,0.114408,-1.38379e-09
242,2,0.114403,-1.31594e-09
243,2,0.114398,-1.24793e-09
244,2,0.114394,-1.17975e-09
245,2,0.114389,-1.11142e-09
246,2,0.114385,-1.04294e-09
247,2,0.11438,-9.74302e-10
248,2,0.114375,-9.05513e-10
249,2,0.114371,-8.36573e-10
250,2,0.114366,-7.67485e-10
251,2,0.114362,-6.98251e-10
252,2,0.114357,-6.28872e-10
253,2,0.114353,-5.59351e-10
254,2,0.114348,-4.89689e-10
255,2,0.114344,-4.19888e-10
256,2,0.114339,-3.4995e-10
257,2,0.114335,-2.79877e-10
258,2,0.11433,-2.0967e-10
259,2,0.114326,-1.39333e-10
260,2,0.114321,-6.88656e-11
261,2,0.114317,1.7292e-12
262,2,0.114312,7.24497e-11
263,2,0.114308,1.43294e-10
264,2,0.114303,2.1426e-10
265,2,0.114299,2.85346e-10
266,2,0.114294,3.56549e-10
267,2,0.11429,4.27869e-10
268,2,0.114285,4.99303e-10
269,2,0.114281,5.70849e-10
270,2,0.114277,6.42506e-10
271,2,0.114272,7.1427e-10
272,2,0.114268,7.86141e-10
273,2,0.114263,8.58116e-10
274,2,0.114259,9.30193e-10
275,2,0.114255,1.00237e-09
276,2,0.11425,1.07465e-09
277,2,0.114246,1.14702e-09
278,2,0.114242,1.21948e-09
279,2,0.114237,1.29204e-09
280,2,0.114233,1.36469e-09
281,2,0.114229,1.43743e-09
282,2,0.114224,1.51025e-09
283,2,0.11422,1.58316e-09
284,2,0.114216,1.65615e-09
285,2,0.114211,1.72922e-09
286,2,0.114207,1.80237e-09
287,2,0.114203,1.87559e-09
288,2,0.114198,1.94889e-09
289,2,0.114194,2.02226e-09
290,2,0.11419,2.0957e-09
291,2,0.114186,2.16921e-09
292,2,0.114181,2.24278e-09
293,2,0.114177,2.31642e-09
294,2,0.114173,2.39012e-09
295,2,0.114169,2.46387e-09
296,2,0.114165,2.53769e-09
297,2,0.11416,2.61156e-09
298,2,0.114156,2.68548e-09
299,2,0.114152,2.75946e-09
300,2,0.114148,2.83348e-09
301,2,0.114144,2.90755e-09
302,2,0.114139,2.98166e-09
303,2,0.114135,3.05582e-09
304,2,0.114131,3.13002e-09
305,2,0.114127,3.20425e-09
306,2,0.114123,3.27852e-09
307,2,0.114119,3.35283e-09
308,2,0.114115,3.42717e-09
309,2,0.11411,3.50153e-09
310,2,0.114106,3.57593e-09
311,2,0.114102,3.65035e-09
312,2,0.114098,3.72479e-09
313,2,0.114094,3.79925e-09
314,2,0.11409,3.87373e-09
315,2,0.114086,3.94823e-09
316,2,0.114082,4.02274e-09
317,2,0.114078,4.09727e-09
318,2,0.114074,4.1718e-09
319,2,0.11407,4.24634e-09
320,2,0.114066,4.32089e-09
321,2,0.114062,4.39544e-09
322,2,0.114058,4.47e-09
323,2,0.114054,4.54455e-09
324,2,0.11405,4.61909e-09
325,2,0.114046,4.69364e-09
326,2,0.114042,4.76817e-09
327,2,0.114038,4.84269e-09
328,2,0.114034,4.91721e-09
329,2,0.11403,4.9917e-09
330,2,0.114026,5.06618e-09
